"debate id","debate title","debate description","article title","post id","username","previous post id","text comment","text article"
"Dc002.txt","Is Immigration Really a Problem?","Is unauthorized immigration as much of a problem for the U.S. as some claim?","Immigrants Bolster Academic and Civic Engagement in the U.S.","#7","Lance","NA","Being an international student isn't easy, given our complex culture and  language. Assistance must come from numerous sources to aid these young people  embarking on life's journey. A new award-winning worldwide book/ebook that aids  anyone coming to the US is ""What Foreigners Need To Know About America From A  To Z: How to Understand Crazy American Culture, People, Government, Business,  Language and More."" It is used in foreign Fulbright student programs and  endorsed worldwide by ambassadors, educators, and editors.

A chapter on education explains how to be accepted to an American university  and cope with a confusing new culture, friendship process and daunting  classroom differences. Some stay after graduation. It has chapters that explain  how US businesses operate and how to get a job (which differs from most  countries), a must for those who want to work with/for an American firm here or  overseas.

It also has chapters that identify the most common English grammar and speech  problems foreigners have and tips for easily overcoming them, the number one  stumbling block they say they have to succeeding here.

Most struggle in their efforts and need guidance from schools' international  departments, immigration protection, host families, concerned neighbors and  fellow students, and informative books like this to extend a cultural helping  hand so we all have a win-win situation. Good luck to all wherever you study!","Rather than draining American society of resources, immigrants significantly  enhance the economic, educational and civic development of this country.

On the whole, immigrants have a limited, if any, effect on job growth for  native-born U.S. workers. But they do add to the economy greatly.

In recent years, foreign-born immigrants have established a disproportionately  large share of small businesses, start-ups in Silicon Valley, and international  patents.

In some of the nation's largest cities, including New York and Los Angeles,  immigrant residents who are members of the work force account for a significant  amount of economic productivity. Contrary to common assumptions, legal and  undocumented immigrant workers typically do pay taxes, including on their  incomes, just as U.S. citizens do. And immigrants, both legal and undocumented,  are less likely to commit serious crimes.

When it comes to education, my particular area of study, recent immigrants  overall tend to perform better on several educational outcomes than native-born  counterparts whose families have resided in the U.S. for longer.

My colleague Johnelle Sparks and I have found that first-generation immigrant  students enrolled in four-year colleges or universities are actually more  likely than other students to finish their bachelor's degrees within six years.  Undocumented immigrant students in both the K-12 and college systems  demonstrate significant resilience, academic engagement in their studies and  civic involvement - often serving as leaders in their schools.

In a country where the historically predominant white racial/ethnic group is  aging rapidly, recent immigrants infuse the American work force with a younger  population. For example, Latinos, who are the largest immigrant group, had an  average age of 27 years old in the 2010 Census, compared with the average white  age of 42. Demographers have called the crucial capacity to replenish an aging  labor market with younger individuals the ""demographic dividend"" - It is  immigrants who significantly sustain the population of the U.S. work force.

That is not to say that many immigrant students don't face challenges in  academic achievement and educational attainment, both at the K-12 and  postsecondary levels. They often have less familiarity with American culture  (often including limited English proficiency), come from lower socioeconomic  backgrounds, and attend schools that are not well-resourced. But ample research  indicates that, given the right educational support, immigrant students can  succeed - a boon for the economy."
"Dc002.txt","Is Immigration Really a Problem?","Is unauthorized immigration as much of a problem for the U.S. as some claim?","Immigrants Bolster Academic and Civic Engagement in the U.S.","#8","FreeOregon","NA","Governments never accept responsibility for policies gone awry. They blame the  immigrants and don't look for what causes migration.

Of course immigrants contribute to the society. After WW2 they raised the level  of US educational institutions.

We need patience. Often the challenges are language.

And if we think native born Americans cannot compete, what does that say about  our educational system?","Rather than draining American society of resources, immigrants significantly  enhance the economic, educational and civic development of this country.

On the whole, immigrants have a limited, if any, effect on job growth for  native-born U.S. workers. But they do add to the economy greatly.

In recent years, foreign-born immigrants have established a disproportionately  large share of small businesses, start-ups in Silicon Valley, and international  patents.

In some of the nation's largest cities, including New York and Los Angeles,  immigrant residents who are members of the work force account for a significant  amount of economic productivity. Contrary to common assumptions, legal and  undocumented immigrant workers typically do pay taxes, including on their  incomes, just as U.S. citizens do. And immigrants, both legal and undocumented,  are less likely to commit serious crimes.

When it comes to education, my particular area of study, recent immigrants  overall tend to perform better on several educational outcomes than native-born  counterparts whose families have resided in the U.S. for longer.

My colleague Johnelle Sparks and I have found that first-generation immigrant  students enrolled in four-year colleges or universities are actually more  likely than other students to finish their bachelor's degrees within six years.  Undocumented immigrant students in both the K-12 and college systems  demonstrate significant resilience, academic engagement in their studies and  civic involvement - often serving as leaders in their schools.

In a country where the historically predominant white racial/ethnic group is  aging rapidly, recent immigrants infuse the American work force with a younger  population. For example, Latinos, who are the largest immigrant group, had an  average age of 27 years old in the 2010 Census, compared with the average white  age of 42. Demographers have called the crucial capacity to replenish an aging  labor market with younger individuals the ""demographic dividend"" - It is  immigrants who significantly sustain the population of the U.S. work force.

That is not to say that many immigrant students don't face challenges in  academic achievement and educational attainment, both at the K-12 and  postsecondary levels. They often have less familiarity with American culture  (often including limited English proficiency), come from lower socioeconomic  backgrounds, and attend schools that are not well-resourced. But ample research  indicates that, given the right educational support, immigrant students can  succeed - a boon for the economy."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#1","Amy_Nicastro-Clark","NA","I never would have been coerced into treatment. At 22, I was a drug addict who  worked out, I think back now, what was I? A walking speed ball? I asked to get  high the first time, yes I was afraid of needles, so I closed my eyes. I  remember the smell. My friends are all dead. I am not sure how or why I  survived. Maybe the departure of my then boyfriend he left for Florida. Oh yes,  he wanted me to go, he asked me! I told him I had to ask my father, so I did,  my father said, ""Go ahead, I wash my hands of you!"" I did not want to lose my  father's love. I told him my father said no! When he drove away, I felt a huge  weight off my shoulders. Not for any reason other than freedom. I got that same  feeling when my youngest went off to college. I could do what ever I wanted  whenever I wanted. I continued to get high, god I loved not feeling anything.  The warm rush in the vein and away feeling went. I would disappear for days for  no apparent reason, just didn't feel like home was where I wanted to be. My  father was and is the most loving person, he never gave up on me. Mike Barnicle  actually saved my life. A quick interview on the shooting galleries on Sonoma  St in Boston. I had just gotten high in the best shape, tan had my roller  skates on ready to go and I sat and watched while waiting for my friends to  finish. Freaked me out the open sores on the guards legs. He provided the works  for a taste. I began to look at life differently. I wanted my father to be  proud. Its been a long road.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#2","p_wilkinson","NA","http://www.peele.net/

Dr. Stanton Peele has worked in addiction for years, currently with attraction  and harm reduction models. His insights make alot of sense for many addicts.

There is so much wrong with the current system that is based many times on  debunked techniques from the 1930 s - judges (unconstitutionally in the opinion  of many) order people into AA/NA and rehabs with no success rate that drain out  the remaining family money, but create a healthy industry for those involved.  We have no community mental health to speak of, just try to get somebody  committed - they have to credibly threaten their own life or others and then  they get maybe 3 days hospital. Is this a joke? Its not funny at all.

Maybe all those wealthy bozos at insurance companies can just switch to health  care administration when we finally get rid of our insane insurance company  blackmail based medical system that these days the MD s even hate.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#3","mel","NA","She makes some valid points about the tendency of many addiction treatment  programs to overlook procedures to increase patient satisfaction. The NIATX  program has been established to provide technical assistance to programs to  implement low cost adaptations to improve the patient experience. This leads to  improved retention and treatment success rates. Nevertheless, I would not like  to see readers leaving with the take away that ""coerced"" treatment should be  abandoned as an avenue to bring persons to treatment sooner than they might  otherwise access it. It should also be noted that ""coerced treatment"" is often  a substitute for simple incarceration with no treatment. In these cases, I  would argue that ""coerced treatment"" is the more desirable option.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#4","surgres","NA","I work in a public hospital in NYC, and there is no doubt that patients and our  society would be better served if we could keep people in treatment. There are  other illnesses where we force people to receive treatment (e.g. tuberculosis),  and those programs only work when they are enforced and enforceable.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#5","JD","NA","We need more therapy options.... we need to research different hallucinogens","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#6","Mary_Kay_Klassen","NA","Unfortunately, those in the throes of addiction are in denial and indifferent  towards anything but the drugs. That is why almost 100 people a day are dying  from heroin which is one of the most addictive substances there is, and that is  why most die no matter how kind, how helpful, or how much treatment they have  had. American affluence has produced a society of obese and drug addicted  people, and unwanted and abandoned babies and young men. Look no further than  Chicago, and you will see the sickness that welfare and coddling promiscuous  behavior has wdestroyed the family in general, and the individual in  particular. In a year and a half, we will see as many deaths from heroin as  there were in the entire Vietnam War!","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#7","Freedom_First","#6","Nonsense. All accidental overdoses and deaths are caused by the adulterated,  improperly labeled, and improperly manufactured drugs that are produced by the  current illegalization war. Pure opiates such as morphine and its analog  diacetylmorphine (heroin) packaged in safe doses are 100% safe. It is  impossible to accidentally overdose on properly labeled drugs that are packaged  in safe doses just like it is impossible to accidentally jump off a tall  building or accidentally swallow twenty pills instead of one or two.

Morphine and heroin are among the safest drugs known to mankind. They have been  safely produced and consumed throughout history. Billions of human beings have  safely consumed opiates and have benefited from their use. Unlike the hundreds  of synthetic pain drugs produced by Big Pharma (the government licensed drug  cartel) which have killed millions when taken as directed, opiates are safe. A  person can consume heroin every day and live to be 100 years old or as old as  anyone else.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc003.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Attract Patients to Addiction Treatment, Don't Force Them Into It","#8","MJS","NA","having worked many years on rehab/detox units, it is well known fact addicts  have to 1st WANT TO STOP using, otherwise it is a waste of their time & the  expense is HUGE, i.e., if the goal is to buy them a few more years of life  living a horrific lifestyle due to forced detox/rehab now & then? -this hardly  seems a worthy goal. What we need is to offer detox to anyone wanting one  [physically get the drugs out of their system w/out ill effects or painful  withdrawl, till physically stable. Then have them placed in the community with  extensive supports; if homelessness & no food & too much free time; find them a  bed, a home & food co-op [where everyone has job role/responsibilities], &  something purposeful for them to do during the day w/ fair wages [their part of  the bargain is they attend daily AA/NA meetings; otherwise they risk loosing  the bed/food/job] We can't just keep recycling homeless addicts 12 x year in  hospitals [way it works now] & then discharge them to a meaningless life. For  those higher functioning that are not living in poverty [who have shelter, food  & job] after detox have them agree to outpatient drug counselor visits every  day, insist they get a sponsor & attend daily NA/AA meetings [better & more  honest support than any rehab setting can offer, less expensive & more  successful]. For anyone NOT voluntarily, & are forced via MD [extend  hospitalization by 1 week s/p detox & follow same program above for voluntary  detox.","To improve both addiction treatment access and success, we need less coercion,  not more.

Contrary to stereotype, by the time addiction sets in, drug use isn't  particularly pleasurable and many people with addictions are well aware that  their lives have gone wrong. Sadly, they also know that treatment is often  designed to be ""tough love""- and is not only likely to be painful, but  ineffective. Would you seek such help with so little hope?

In fact, research shows that the most effective addiction therapies are kind,  welcoming and supportive, not harsh or confrontational. But it's hard to create  a warm atmosphere in a setting where a third to half and sometimes more of  participants are legally mandated and staff is poorly trained and underpaid.

When patients consistently avoid other types of care, providers make it more  attractive, just as marketers do with unwanted consumer products.  Unfortunately, decades of seeing force as the only way to motivate addicted  people have created a largely inhospitable system that views harsh and  disrespectful treatment as not only acceptable, but also necessary to get  patients to realize that they have ""hit bottom."" This, in turn, leads to calls  for more coercion when people, quite reasonably, choose not to enter or drop  out, creating a vicious cycle.

Moreover, because so many people with addictions don't attend voluntarily,  programs have little incentive to become user-friendly. The person who goes to  jail if rehab fails isn't the head of the institution or its counselors, it's  the patient. And there's always another warm body from the justice system to  fill empty slots, when failure is always the patient's fault. This  dysfunctional system further stigmatizes addiction by implying that punishment  is necessary in treatment, unlike for any other disorder.

Some programs, to their great credit, realized the need for change when AIDS  made reaching active drug users to reduce needle sharing an urgent task. They  discovered that, just like grandma said, you attract more flies with honey than  with vinegar. And contrary to claims that coercion is necessary, research on  needle exchange and other ""harm reduction"" programs shows that they attract  people into recovery, rather than extending addiction. One Vancouver harm  reduction program got 57 percent of participants into treatment.

To most effectively use our limited resources, we need treatment that attracts  patients without lazily relying on coercion. Not only is this more humane, it's  also cheaper and more likely to result in lasting recovery."
"Dc004.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Compelled Drug Addiction Treatment Works Because of Retention","#1","miss_tina","NA","Minors should be forced into treatment programs for sure.","There is little question that civil commitment saves lives of severely addicted  people in the short term by abruptly interrupting cycles of extreme  self-destruction. This acute rescue function is not enough, however.

While everyone prefers that patients voluntarily get help instead of being  forced into it, the rate of drop-out from voluntary commitment after several  weeks is a common problem. Drop out almost always means relapse. Civil  commitment - with patients' legal right to challenge, of course - provides the  leverage to remain in care.

But can treatment work if it is compelled? Yes. There is ample evidence that it  is at least as effective, and sometimes more effective, than voluntary care.  Again, the reason is retention: The longer one stays in treatment, the more  time spent toward managing cravings and other negative states; repairing family  relationships and starting new, healthier networks; finding new modes of  fulfillment; and developing realistic future plans.

Importantly, after initial stabilization and detox, treatment need not take  place in an institution. Structured supervision, ideally supplemented with  incentives for clean drug tests and immediate consequences, boasts a promising  track record. For opiate dependence, opiod-receptor blockers such as naltrexone  or replacement medications such as buprenorphine can reduce craving  considerably.

Both the public and physicians generally endorse involuntary care and  containment for psychotic people who can't care for themselves or pose a danger  to others. The same for suicidal individuals.

But what about a patient just revived from overdose with Narcan (which  instantly reverses opiate overdose)? If this person walks out the emergency  room door - as is common -- it's almost guaranteed he or she will hunt for more  drugs. To a physician, it can feel like abandonment to sign the patient out or  discharge against medical advice.

Severely addicted people are not delusional and, thus, not intrinsically beyond  reason. Nor are they fully autonomous. One hopes a physician-initiated  three-day hold, of the kind Massachusetts Governor Baker is proposing, would  provide a respite (paired with a signal to the patient of the gravity of the  situation) during which he or she ends up agreeing to long-term care. Coercion  should be an option of last resort for those at grave risk.

But if help is still refused and the individual is therefore mandated to  monitored quality treatment, over time he or she often becomes open to change."
"Dc004.txt","Should Drug Addicts Be Forced Into Treatment?","Massachusetts Gov. Charlie Baker wants to give hospitals the power to commit substance abusers. Is this the right approach?","Compelled Drug Addiction Treatment Works Because of Retention","#2","casual_observer","NA","Nobody can force anybody to not crave something, as much as it might seem  desirable, especially to psychiatrists who have become fed up with how slowly  people change their self defeating habits. You can confine people so some  extent which may make acquiring their favorite addictive substance more  difficult but even prisons are filled with illegal drugs and users, so even  that method has limited utility. People who decide for themselves to stop  acting according to their cravings are the ones who successfully end addictions.","There is little question that civil commitment saves lives of severely addicted  people in the short term by abruptly interrupting cycles of extreme  self-destruction. This acute rescue function is not enough, however.

While everyone prefers that patients voluntarily get help instead of being  forced into it, the rate of drop-out from voluntary commitment after several  weeks is a common problem. Drop out almost always means relapse. Civil  commitment - with patients' legal right to challenge, of course - provides the  leverage to remain in care.

But can treatment work if it is compelled? Yes. There is ample evidence that it  is at least as effective, and sometimes more effective, than voluntary care.  Again, the reason is retention: The longer one stays in treatment, the more  time spent toward managing cravings and other negative states; repairing family  relationships and starting new, healthier networks; finding new modes of  fulfillment; and developing realistic future plans.

Importantly, after initial stabilization and detox, treatment need not take  place in an institution. Structured supervision, ideally supplemented with  incentives for clean drug tests and immediate consequences, boasts a promising  track record. For opiate dependence, opiod-receptor blockers such as naltrexone  or replacement medications such as buprenorphine can reduce craving  considerably.

Both the public and physicians generally endorse involuntary care and  containment for psychotic people who can't care for themselves or pose a danger  to others. The same for suicidal individuals.

But what about a patient just revived from overdose with Narcan (which  instantly reverses opiate overdose)? If this person walks out the emergency  room door - as is common -- it's almost guaranteed he or she will hunt for more  drugs. To a physician, it can feel like abandonment to sign the patient out or  discharge against medical advice.

Severely addicted people are not delusional and, thus, not intrinsically beyond  reason. Nor are they fully autonomous. One hopes a physician-initiated  three-day hold, of the kind Massachusetts Governor Baker is proposing, would  provide a respite (paired with a signal to the patient of the gravity of the  situation) during which he or she ends up agreeing to long-term care. Coercion  should be an option of last resort for those at grave risk.

But if help is still refused and the individual is therefore mandated to  monitored quality treatment, over time he or she often becomes open to change."
